#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	sample	pop	super_pop	gender
NA18526	-0.0161243	-0.0347334	0.00608341	0.015652	-0.00168686	0.0062246	0.00990273	0.0148069	0.00310932	-0.0191783	NA18526	CHB	EAS	female
NA18528	-0.0153868	-0.0322982	0.004878	0.00972869	0.0206971	-0.0272265	-0.0116993	-0.0146264	-0.00752741	-0.00505181	NA18528	CHB	EAS	female
NA18530	-0.0160772	-0.032883	0.00721908	0.0122991	0.0180319	-0.0092167	0.0132874	0.0168363	0.00458406	-0.0192266	NA18530	CHB	EAS	male
NA18531	-0.0156524	-0.0319444	0.00435814	0.0101825	0.0211138	-0.0293278	-0.0104703	-0.0187354	-0.00282184	-0.00646912	NA18531	CHB	EAS	female
NA18532	-0.0158493	-0.0342295	0.00735587	0.0143947	0.00993372	-0.00526193	0.0110099	0.0172867	0.00323748	-0.0192603	NA18532	CHB	EAS	female
NA18533	-0.0157168	-0.0339841	0.00548923	0.0138933	0.00881534	-0.00217863	0.00695994	0.0167027	0.00403813	0.0246248	NA18533	CHB	EAS	female
NA18534	-0.0160929	-0.033221	0.00702342	0.0129817	0.015222	-0.00608246	0.0150456	0.0148698	0.00426781	-0.0168793	NA18534	CHB	EAS	male
NA18535	-0.0157111	-0.031817	0.00777586	0.0119383	0.0310114	-0.0163356	0.0138266	0.0257345	0.00595272	0.0233859	NA18535	CHB	EAS	female
NA18536	-0.015919	-0.0337435	0.00608316	0.0134506	-0.0017183	0.00293757	0.00727667	0.00972881	0.00209955	-0.0256175	NA18536	CHB	EAS	male
NA18537	-0.0162452	-0.033065	0.00735879	0.0134578	0.0145904	-0.00675778	0.0174244	0.0172664	0.00466395	-0.00819119	NA18537	CHB	EAS	female
NA18538	-0.0157546	-0.0325237	0.00835852	0.0123567	0.0309252	-0.0156964	0.0147427	0.0258147	0.00817869	0.0248712	NA18538	CHB	EAS	female
NA18539	-0.016008	-0.0327938	0.00811006	0.0119455	0.0311365	-0.0188947	0.0144921	0.027987	0.00746549	0.0187429	NA18539	CHB	EAS	female
NA18541	-0.0158416	-0.0329873	0.00822036	0.0129944	0.0288944	-0.014929	0.0137674	0.0252513	0.00417072	0.0193462	NA18541	CHB	EAS	female
NA18542	-0.0156925	-0.0332994	0.00699024	0.0116608	0.0192014	-0.0107025	0.0169551	0.0195785	0.00628445	-0.02893	NA18542	CHB	EAS	female
NA18543	-0.0159988	-0.0346746	0.00649639	0.0163608	-0.0034186	0.00483253	0.0102796	0.0129405	0.00371252	-0.0219176	NA18543	CHB	EAS	male
NA18544	-0.0161379	-0.0336908	0.00748234	0.0129665	0.0154709	-0.00838112	0.0158979	0.0179856	0.00587319	-0.0280101	NA18544	CHB	EAS	male
NA18545	-0.0161866	-0.0348714	0.00691352	0.0140814	-0.00251543	0.00671037	0.00866827	0.0108062	0.00396499	-0.0123896	NA18545	CHB	EAS	female
NA18546	-0.016006	-0.0337298	0.00695855	0.0133939	0.0173111	-0.0102599	0.0155484	0.0162878	0.00443756	-0.0304221	NA18546	CHB	EAS	male
NA18547	-0.0156129	-0.0331276	0.0070363	0.012646	0.018285	-0.00965248	0.0162799	0.0182394	0.0021251	-0.0269179	NA18547	CHB	EAS	female
NA18548	-0.0161503	-0.0334733	0.0072184	0.0125662	0.0186915	-0.00931121	0.0175606	0.0157093	0.00577126	-0.0276548	NA18548	CHB	EAS	male
NA18549	-0.016076	-0.0346307	0.00582569	0.0148804	-0.00438545	0.00710382	0.00908701	0.0147209	0.00414024	-0.0182139	NA18549	CHB	EAS	male
NA18550	-0.0158498	-0.0342617	0.005773	0.0162578	-0.0169115	0.0181961	0.00285953	0.00821813	0.00318531	0.00164345	NA18550	CHB	EAS	female
NA18552	-0.0159434	-0.034104	0.00753607	0.0131774	0.00730177	0.000794506	0.012371	0.0160098	0.00473058	-0.0128168	NA18552	CHB	EAS	female
NA18553	-0.0157159	-0.0322984	0.0078139	0.0114627	0.0289832	-0.0149906	0.0141087	0.0215186	0.00784871	0.0274142	NA18553	CHB	EAS	female
NA18555	-0.0158341	-0.0337612	0.00690623	0.0139815	0.00521581	0.0031706	0.0111283	0.0116309	0.00316639	-0.0147793	NA18555	CHB	EAS	female
NA18557	-0.015911	-0.0337511	0.00742017	0.011535	0.0178271	-0.0108979	0.0154435	0.0244389	0.00525542	-0.0290776	NA18557	CHB	EAS	male
NA18558	-0.0159458	-0.0334878	0.00762459	0.0125495	0.0174275	-0.00835307	0.0179053	0.0204565	0.00439865	-0.0237055	NA18558	CHB	EAS	male
NA18559	-0.016109	-0.0338227	0.00649335	0.014298	0.00908862	-0.00104516	0.0163895	0.0202488	0.00467945	-0.0215963	NA18559	CHB	EAS	male
NA18560	-0.0158223	-0.0341393	0.00613609	0.014386	0.00774311	-0.00015822	0.00596725	0.0169791	0.00530942	0.0295595	NA18560	CHB	EAS	female
NA18561	-0.0159426	-0.032263	0.00634794	0.0123753	0.0168517	-0.00800963	0.0172394	0.0223064	0.00832826	-0.0264754	NA18561	CHB	EAS	male
NA18562	-0.0158581	-0.0333121	0.00719097	0.0119661	0.0209794	-0.0108428	0.0186355	0.019465	0.00568277	-0.0251278	NA18562	CHB	EAS	male
NA18563	-0.0160988	-0.0331124	0.00782614	0.0122693	0.0198063	-0.00931328	0.0192447	0.0248604	0.00455987	-0.0280224	NA18563	CHB	EAS	male
NA18564	-0.0156543	-0.032643	0.00745031	0.0122115	0.0189641	-0.0142397	0.0134284	0.0148006	0.0009162	-0.0228341	NA18564	CHB	EAS	female
NA18565	-0.0158193	-0.0347279	0.00731608	0.0134113	0.00767446	0.00098961	0.00530269	0.0145311	0.00589371	0.0300203	NA18565	CHB	EAS	female
NA18566	-0.0161158	-0.0335072	0.00713394	0.0119455	0.0157305	-0.00891429	0.0153669	0.0183543	0.00229612	-0.0254706	NA18566	CHB	EAS	female
NA18567	-0.0157613	-0.0332233	0.00750154	0.0115271	0.0249037	-0.0139138	0.0126448	0.0253164	0.00695401	0.0197029	NA18567	CHB	EAS	female
NA18570	-0.0161149	-0.0350029	0.00699251	0.0145529	-0.00296901	0.00350892	0.00894217	0.0115006	0.00238029	-0.019914	NA18570	CHB	EAS	female
NA18571	-0.0156966	-0.0341201	0.00677784	0.0144312	-0.0017723	0.0075895	0.00849038	0.0139093	0.00334939	-0.0104797	NA18571	CHB	EAS	female
NA18572	-0.016114	-0.0338698	0.00851812	0.0127187	0.0227363	-0.0101349	0.0179163	0.0261502	0.00652653	-0.0144981	NA18572	CHB	EAS	male
NA18573	-0.0159151	-0.0341991	0.00647258	0.0144581	-0.000522045	0.00442113	0.0094713	0.0144479	0.00555006	-0.0122038	NA18573	CHB	EAS	female
NA18574	-0.015961	-0.0333053	0.00729491	0.0126513	0.0303067	-0.0184234	0.015968	0.0261231	0.00603708	0.0116708	NA18574	CHB	EAS	female
NA18577	-0.015997	-0.0338961	0.00663576	0.0139979	0.0108511	-0.00777363	0.0118172	0.0142891	0.0035968	-0.0212962	NA18577	CHB	EAS	female
NA18579	-0.0161201	-0.0340041	0.00675533	0.0122566	0.0177874	-0.00903884	0.0176327	0.0209668	0.00575256	-0.0290407	NA18579	CHB	EAS	female
NA18582	-0.0160861	-0.0345411	0.00606191	0.0154729	-0.00402658	0.0065671	0.0105761	0.01698	0.00381393	-0.0153605	NA18582	CHB	EAS	female
NA18591	-0.0162154	-0.0343317	0.00570862	0.0114548	0.00378222	-0.0122749	-0.0190294	-0.0259088	-0.00830784	0.00969517	NA18591	CHB	EAS	female
NA18592	-0.0158772	-0.0334781	0.00680951	0.0133856	0.0169996	-0.00917184	0.0133329	0.0156038	0.00290679	-0.0230455	NA18592	CHB	EAS	female
NA18593	-0.0158268	-0.0335147	0.00656389	0.0117391	0.0109704	-0.00865333	0.010729	0.0123656	0.00479225	-0.0268607	NA18593	CHB	EAS	female
NA18595	-0.0158256	-0.0335504	0.00710005	0.0133853	0.0182399	-0.0108161	0.014334	0.018649	0.00429855	-0.0313181	NA18595	CHB	EAS	female
NA18596	-0.0159865	-0.0342135	0.00722308	0.0132365	0.0168789	-0.0118323	0.0161654	0.015293	0.00342393	-0.0317502	NA18596	CHB	EAS	female
NA18597	-0.0160716	-0.0328449	0.00687712	0.0116813	0.0138809	-0.0114171	0.0134975	0.0182923	0.000787302	-0.0345689	NA18597	CHB	EAS	female
NA18599	-0.0157682	-0.0332507	0.00706613	0.0116558	0.0186402	-0.0119814	0.0146345	0.0219762	0.00456638	-0.0289987	NA18599	CHB	EAS	female
NA18602	-0.0161522	-0.0332915	0.00752128	0.0125922	0.019947	-0.00926051	0.0172557	0.0228785	0.00599682	-0.0106196	NA18602	CHB	EAS	female
NA18603	-0.0160485	-0.034712	0.00709519	0.0150348	0.00466823	0.00231224	0.0143078	0.0178838	0.00388972	-0.0193112	NA18603	CHB	EAS	male
NA18605	-0.0158996	-0.0336609	0.00666996	0.0126608	0.0178966	-0.0101201	0.0151738	0.0201622	0.00383648	-0.022965	NA18605	CHB	EAS	male
NA18606	-0.0160026	-0.0349637	0.0062086	0.016135	-0.00771859	0.00967679	0.0109094	0.0139116	0.00324248	-0.0188938	NA18606	CHB	EAS	male
NA18608	-0.0159945	-0.0326145	0.00709872	0.0124514	0.0153751	-0.00895553	0.0169983	0.0195128	0.00543509	-0.0256117	NA18608	CHB	EAS	male
NA18609	-0.0162996	-0.0325766	0.00774682	0.0117577	0.0187726	-0.00786528	0.0171518	0.0245881	0.00680881	-0.0113505	NA18609	CHB	EAS	male
NA18610	-0.0160484	-0.0339188	0.00714472	0.0136099	0.0127935	-0.00804114	0.0144731	0.019298	0.00316801	-0.0202106	NA18610	CHB	EAS	female
NA18611	-0.0160271	-0.0332896	0.00725764	0.0122288	0.023966	-0.0128231	0.0179273	0.0237601	0.00949328	-0.00901681	NA18611	CHB	EAS	male
NA18612	-0.0159297	-0.0336067	0.00707816	0.0120576	0.0195215	-0.0131853	0.0146097	0.022577	0.00536331	-0.0258259	NA18612	CHB	EAS	male
NA18613	-0.0161234	-0.0328259	0.00814664	0.011995	0.0184446	-0.00789231	0.0149437	0.0215648	0.00105179	-0.0136946	NA18613	CHB	EAS	male
NA18614	-0.0158904	-0.0338901	0.00526325	0.0120436	0.0129816	-0.0198691	-0.0103483	-0.0114645	-0.00469934	-0.0166891	NA18614	CHB	EAS	female
NA18615	-0.0158665	-0.0331215	0.00507484	0.011788	0.0209058	-0.0238987	-0.00483757	-0.00538596	0.00107557	-0.0167665	NA18615	CHB	EAS	female
NA18616	-0.0159799	-0.0339039	0.00518318	0.0149473	0.00983038	-0.00239368	0.00900329	0.0183672	0.00391261	0.00851105	NA18616	CHB	EAS	female
NA18617	-0.0157323	-0.033749	0.00483909	0.0134579	0.00194325	-0.00578195	-0.00888205	-0.0168861	-0.00282566	-0.011518	NA18617	CHB	EAS	female
NA18618	-0.0155913	-0.0320557	0.00526482	0.0105458	0.0207738	-0.0215209	-0.00439629	-0.00773054	-0.0013236	-0.0173371	NA18618	CHB	EAS	female
NA18619	-0.0157757	-0.0327642	0.0057237	0.01184	0.0208461	-0.0236093	-0.00652948	-0.0127369	-0.000877047	-0.0157437	NA18619	CHB	EAS	female
NA18620	-0.0160763	-0.0329461	0.00678915	0.0129132	0.0194558	-0.00903541	0.0157265	0.0218078	0.00589269	-0.0214847	NA18620	CHB	EAS	male
NA18621	-0.0160096	-0.0332611	0.00726247	0.0122177	0.0173726	-0.0155919	0.0116821	0.0153816	0.00537984	-0.0301143	NA18621	CHB	EAS	male
NA18622	-0.0158397	-0.0341859	0.00624293	0.0143837	0.00919127	-0.00752347	0.0111549	0.0122992	0.00460674	-0.0232494	NA18622	CHB	EAS	male
NA18623	-0.0159847	-0.0325059	0.00668915	0.0116134	0.0168786	-0.0121224	0.0146227	0.0171543	0.00329714	-0.0315815	NA18623	CHB	EAS	male
NA18624	-0.0159521	-0.0337959	0.00672095	0.0136815	0.0143418	-0.00832055	0.0166939	0.0235166	0.00405862	-0.0228461	NA18624	CHB	EAS	male
NA18625	-0.0158656	-0.0333969	0.0057206	0.0102985	0.018232	-0.0249285	-0.00565607	-0.0131875	-0.00222626	-0.0161075	NA18625	CHB	EAS	female
NA18626	-0.0156514	-0.0320188	0.00548413	0.010705	0.0164698	-0.0256329	-0.0059734	-0.0113424	-0.00583818	-0.0204767	NA18626	CHB	EAS	female
NA18627	-0.0158673	-0.0339884	0.00464161	0.0130716	-0.00105149	-0.0113969	-0.0123269	-0.0173785	-0.00407779	-0.0110545	NA18627	CHB	EAS	female
NA18628	-0.0158747	-0.0343255	0.00434066	0.0154128	-0.0161166	0.00654335	-0.0125349	-0.0158426	-0.00266514	-0.00373663	NA18628	CHB	EAS	female
NA18629	-0.0155651	-0.0333167	0.00447854	0.0117699	0.00965482	-0.0172974	-0.0160914	-0.0241466	-0.0106143	0.00628216	NA18629	CHB	EAS	male
NA18630	-0.0155865	-0.033284	0.00541681	0.0133237	-0.00251973	-0.00257014	-0.0130831	-0.0144678	-0.00347756	-0.00090473	NA18630	CHB	EAS	female
NA18631	-0.0158833	-0.0344868	0.00729352	0.0131814	0.0187239	-0.00840878	0.0104249	0.020308	0.00589069	0.0100955	NA18631	CHB	EAS	female
NA18632	-0.0159943	-0.0347673	0.00770922	0.0160649	-0.00263893	0.00660183	0.00936479	0.0149912	0.00297416	-0.0144429	NA18632	CHB	EAS	male
NA18633	-0.0159441	-0.0344533	0.00788211	0.0133563	0.0103236	-0.00504714	0.0152086	0.0186995	0.00446761	-0.0191546	NA18633	CHB	EAS	male
NA18634	-0.0160323	-0.0340795	0.00696911	0.0143141	0.0111933	-0.00352843	0.00894731	0.0181012	0.00398639	0.0150202	NA18634	CHB	EAS	female
NA18635	-0.0161309	-0.0336226	0.00868084	0.0122487	0.0182591	-0.0110104	0.0165036	0.0204691	0.00271636	-0.0295638	NA18635	CHB	EAS	male
NA18636	-0.0157633	-0.0346914	0.0060815	0.0165828	-0.00476973	0.00921454	0.00714895	0.0108712	0.00323739	-0.0142312	NA18636	CHB	EAS	male
NA18637	-0.0158418	-0.0338442	0.00563377	0.0141127	0.00218526	0.00226309	0.00846526	0.0118391	0.00374854	-0.0173251	NA18637	CHB	EAS	male
NA18638	-0.0158033	-0.0338232	0.00568199	0.0143158	0.00361761	0.000161518	0.00944369	0.0217254	0.00645973	-0.000399665	NA18638	CHB	EAS	male
NA18639	-0.015764	-0.0341274	0.00419235	0.012643	-0.00206266	-0.00881733	-0.0191378	-0.0307259	-0.00910922	0.0117648	NA18639	CHB	EAS	male
NA18640	-0.0156644	-0.0330811	0.00591305	0.00937518	0.0212295	-0.0281858	-0.0159085	-0.0207375	-0.0108845	-0.00149564	NA18640	CHB	EAS	female
NA18641	-0.0156987	-0.0332912	0.00567048	0.010826	0.0164173	-0.0252858	-0.0152397	-0.0235258	-0.0069917	0.000125529	NA18641	CHB	EAS	female
NA18642	-0.0154411	-0.031355	0.00517588	0.00879243	0.0227958	-0.0275195	-0.0137985	-0.022418	-0.00565992	0.000324632	NA18642	CHB	EAS	female
NA18643	-0.0156598	-0.0326801	0.00569742	0.00958689	0.0218503	-0.0274837	-0.0115639	-0.0200283	-0.00880322	-0.00290925	NA18643	CHB	EAS	male
NA18644	-0.0158516	-0.0337767	0.00518094	0.0122315	0.00860278	-0.0180442	-0.017841	-0.0234951	-0.00801255	0.00380788	NA18644	CHB	EAS	female
NA18645	-0.0156483	-0.0340264	0.00510447	0.010426	0.00710562	-0.0183431	-0.0203936	-0.0226927	-0.00742574	0.00931233	NA18645	CHB	EAS	male
NA18646	-0.0157717	-0.0327173	0.00481333	0.00853978	0.0230449	-0.026853	-0.0138705	-0.0208253	-0.00956862	-0.000750301	NA18646	CHB	EAS	female
NA18647	-0.0155135	-0.0318696	0.00472144	0.0093291	0.0209239	-0.027503	-0.0154586	-0.0198753	-0.00948629	-0.00225379	NA18647	CHB	EAS	male
NA18648	-0.015724	-0.0315523	0.00564835	0.00877712	0.0201582	-0.0257831	-0.0161464	-0.018139	-0.00848104	-0.000891286	NA18648	CHB	EAS	male
NA18740	-0.0156778	-0.0341071	0.00427101	0.0128399	-0.00470986	-0.00818845	-0.0186873	-0.0285071	-0.00873867	0.00975754	NA18740	CHB	EAS	male
NA18745	-0.0157978	-0.033334	0.00599248	0.00985301	0.0215053	-0.027856	-0.0165774	-0.0224078	-0.0107678	-0.00130946	NA18745	CHB	EAS	male
NA18747	-0.0156086	-0.0337425	0.00468369	0.0116482	0.00818503	-0.017256	-0.021357	-0.0289016	-0.00944691	0.00851486	NA18747	CHB	EAS	male
NA18748	-0.015784	-0.0335515	0.00410361	0.0123336	0.00720407	-0.0155128	-0.0140295	-0.0248392	-0.00611222	0.0061348	NA18748	CHB	EAS	male
NA18749	-0.0157502	-0.0330191	0.00447119	0.00906351	0.0241246	-0.0301962	-0.0152623	-0.0203225	-0.010832	0.000117838	NA18749	CHB	EAS	male
NA18757	-0.0156742	-0.0325497	0.0059333	0.0090313	0.0216822	-0.0289244	-0.0134302	-0.023518	-0.00709149	-0.000594582	NA18757	CHB	EAS	male
NA18853	0.0350213	-0.00482533	0.00279429	0.00208483	0.0202099	0.0189899	0.0204524	0.0398687	-0.0277842	0.0418823	NA18853	YRI	AFR	male
NA18856	0.0351786	-0.00450595	0.0024214	0.00230706	0.0143847	0.0178767	0.0196322	0.0352769	-0.0290192	0.0302441	NA18856	YRI	AFR	male
NA18858	0.0351024	-0.00441542	0.00174861	0.00203593	0.00702468	0.0159968	0.0142376	0.0228394	-0.0344612	0.00114118	NA18858	YRI	AFR	female
NA18861	0.0354183	-0.00495335	0.00175187	0.00174181	0.00935792	0.0167641	0.0131706	0.0228683	-0.0333883	-0.00131416	NA18861	YRI	AFR	female
NA18864	0.035126	-0.00492291	0.000404675	0.000193314	0.000984078	0.0189123	0.0107607	0.0126488	-0.0325374	-0.0256126	NA18864	YRI	AFR	female
NA18865	0.0351505	-0.00433474	0.00174249	0.00133094	0.00216397	0.0196271	0.00770715	0.0147204	-0.0287236	-0.0205083	NA18865	YRI	AFR	male
NA18867	0.0347393	-0.00487114	0.00238733	0.00212676	0.0181959	0.0176791	0.0217311	0.0414881	-0.0211698	0.0479448	NA18867	YRI	AFR	female
NA18868	0.0352267	-0.00439689	0.00308957	0.00299121	0.0179187	0.0142512	0.0192434	0.0362943	-0.0197392	0.0343184	NA18868	YRI	AFR	male
NA18870	0.0355606	-0.00453213	0.00309138	0.00199214	0.0223189	0.0216721	0.0130265	0.030317	-0.0392017	0.0285938	NA18870	YRI	AFR	female
NA18871	0.0354312	-0.00463359	0.00299726	0.00186029	0.0233795	0.0167896	0.018054	0.0349388	-0.0267291	0.0415224	NA18871	YRI	AFR	male
NA18873	0.0343835	-0.00436117	0.0024574	0.00274139	0.0211447	0.0177067	0.0140816	0.0349307	-0.0223734	0.0452673	NA18873	YRI	AFR	female
NA18874	0.0355506	-0.00473813	0.0024338	0.00161892	0.016317	0.0125771	0.0075622	0.0198177	-0.0220507	0.0348396	NA18874	YRI	AFR	male
NA18876	0.03462	-0.00462603	0.00107694	0.00138037	0.00613353	0.0196393	0.00987958	0.0173503	-0.027877	-0.0289708	NA18876	YRI	AFR	female
NA18877	0.0352663	-0.00485592	0.0011044	0.000901127	0.00484294	0.0169347	0.0114037	0.0105792	-0.02889	-0.0242741	NA18877	YRI	AFR	male
NA18878	0.0350378	-0.00415013	0.00172638	0.000990038	0.0014693	0.0157098	0.0112123	0.0113511	-0.0298749	-0.0245874	NA18878	YRI	AFR	female
NA18879	0.0351094	-0.00434705	0.000781773	0.00145133	0.0033728	0.0152438	0.00854167	0.00920675	-0.0307072	-0.0232944	NA18879	YRI	AFR	male
NA18881	0.035294	-0.00423619	0.000485369	0.000263084	0.001233	0.0021516	-0.00167775	-0.00176915	-0.0339172	0.00485268	NA18881	YRI	AFR	female
NA18907	0.0352865	-0.00486363	0.00204742	0.00156297	0.00995666	0.0210028	0.0112794	0.017704	-0.0332315	-0.00425364	NA18907	YRI	AFR	female
NA18908	0.0351121	-0.00468958	0.00265475	0.00318805	0.0223959	0.018563	0.022022	0.0406377	-0.0253553	0.046433	NA18908	YRI	AFR	male
NA18909	0.0354396	-0.0048902	0.00149937	0.00144494	0.00839752	0.0218281	0.0149255	0.0203483	-0.0400602	-0.00178864	NA18909	YRI	AFR	female
NA18910	0.034842	-0.00433495	0.00335074	0.00221985	0.0211297	0.0207333	0.02236	0.0395038	-0.0231501	0.0373695	NA18910	YRI	AFR	male
NA18912	0.0352676	-0.00500867	0.00247717	0.00213803	0.0186465	0.0157087	0.0142336	0.0303274	-0.0223028	0.0369913	NA18912	YRI	AFR	female
NA18915	0.0356403	-0.00466962	0.00107884	0.000167634	0.00569454	0.0102464	-0.000146999	-0.00171671	-0.0334434	0.000517981	NA18915	YRI	AFR	male
NA18916	0.0349941	-0.00444291	0.00159552	0.00167352	0.00754615	0.0170245	0.0162807	0.0208991	-0.0275383	-0.00547156	NA18916	YRI	AFR	female
NA18917	0.0349717	-0.00459394	0.00188248	3.1571e-06	0.0131016	0.0101294	-0.000412988	-0.00315383	-0.0313593	0.0157089	NA18917	YRI	AFR	male
NA18923	0.0351805	-0.00480681	0.00131648	0.00111323	0.0153534	0.0165786	0.0042094	0.00904259	-0.0406335	0.0201359	NA18923	YRI	AFR	male
NA18924	0.0350305	-0.00472456	0.0011189	-5.07436e-05	0.0139872	0.012065	-0.00186665	-0.000187655	-0.03311	0.0177985	NA18924	YRI	AFR	female
NA18933	0.0354182	-0.00435655	0.00122373	0.000349289	0.0169076	0.0124739	-0.00238303	-0.00169586	-0.0372188	0.015083	NA18933	YRI	AFR	female
NA18934	0.0351416	-0.00456999	0.00172522	-0.000168912	0.0144564	0.0109916	-0.00460372	-0.00287767	-0.0382893	0.0181278	NA18934	YRI	AFR	male
NA18939	-0.0155806	-0.0328709	0.00515964	0.00714071	0.0530893	-0.0560415	-0.015282	-0.0191448	-0.00926774	-0.00130799	NA18939	JPT	EAS	female
NA18940	-0.0157099	-0.0327357	0.00582052	0.00957429	0.0493724	-0.0456602	0.00953686	0.0139595	-0.000711745	-0.0175211	NA18940	JPT	EAS	male
NA18941	-0.015481	-0.032781	0.00469477	0.00847603	0.0470999	-0.0524349	-0.00667549	-0.00746763	-0.00425616	-0.0219767	NA18941	JPT	EAS	female
NA18942	-0.0154369	-0.0330065	0.00578822	0.00994179	0.0472217	-0.0441267	0.00746898	0.0138677	0.000187949	-0.0141134	NA18942	JPT	EAS	female
NA18943	-0.0157922	-0.0332084	0.00549384	0.0107204	0.0368104	-0.035373	0.00651269	0.0113249	-0.00228081	-0.0148429	NA18943	JPT	EAS	male
NA18944	-0.0158281	-0.0329976	0.00626997	0.00958544	0.0497847	-0.0454328	0.0107785	0.0127058	-0.00220343	-0.0169325	NA18944	JPT	EAS	male
NA18945	-0.0156845	-0.0328552	0.00648993	0.00943367	0.0483823	-0.0442029	0.00825142	0.0153896	-0.000373621	-0.0140906	NA18945	JPT	EAS	male
NA18946	-0.0153009	-0.03281	0.00552786	0.00708421	0.051416	-0.0538065	-0.0123432	-0.0205617	-0.0101177	-0.00458943	NA18946	JPT	EAS	female
NA18947	-0.015591	-0.032796	0.00551391	0.0098557	0.0496263	-0.046295	0.00814913	0.0138492	-0.00214548	-0.0184964	NA18947	JPT	EAS	female
NA18948	-0.0158051	-0.0324607	0.00593529	0.0090091	0.0463343	-0.0435427	0.00175299	0.00767169	-0.00335688	-0.0210286	NA18948	JPT	EAS	male
NA18949	-0.0156878	-0.0325648	0.00674513	0.00938995	0.0489189	-0.0471311	0.00647894	0.00571746	-0.00326905	-0.0203499	NA18949	JPT	EAS	female
NA18950	-0.0156484	-0.0331704	0.00710672	0.010246	0.0600818	-0.0472578	0.0116233	0.0254467	0.00320673	0.00459327	NA18950	JPT	EAS	female
NA18951	-0.0157795	-0.0331012	0.00639649	0.0102319	0.0447029	-0.0382683	0.0126981	0.0143034	-0.00029613	-0.01385	NA18951	JPT	EAS	female
NA18952	-0.0157507	-0.0328328	0.0058162	0.00907497	0.0452615	-0.0427809	0.00796362	0.0145453	-0.000370655	-0.0183184	NA18952	JPT	EAS	male
NA18953	-0.0159289	-0.0328097	0.00800112	0.00942256	0.0607564	-0.0421257	0.0148623	0.0290948	0.00464798	0.0178281	NA18953	JPT	EAS	male
NA18954	-0.0157336	-0.0330622	0.00481696	0.00867284	0.0416028	-0.0426586	-0.013015	-0.0193172	-0.0108396	0.000450948	NA18954	JPT	EAS	female
NA18956	-0.0154112	-0.0321015	0.00425096	0.00872678	0.0499453	-0.0528378	-0.00210894	-0.0074024	-0.00612724	-0.0255933	NA18956	JPT	EAS	female
NA18957	-0.0155317	-0.0325262	0.00525781	0.00666231	0.0546265	-0.0578221	-0.0143928	-0.0140477	-0.0103778	-0.00376704	NA18957	JPT	EAS	female
NA18959	-0.0152483	-0.0326194	0.00622072	0.00976177	0.0549597	-0.0451598	0.00903203	0.0187373	0.000929941	0.0156736	NA18959	JPT	EAS	male
NA18960	-0.0153422	-0.0330905	0.00640484	0.00983987	0.0507495	-0.0430481	0.0121213	0.0236241	0.00515147	0.00657167	NA18960	JPT	EAS	male
NA18961	-0.0157843	-0.0328214	0.00767654	0.00916834	0.061978	-0.0440225	0.0146885	0.028409	0.00377434	0.0174107	NA18961	JPT	EAS	male
NA18962	-0.0153443	-0.0321912	0.00374444	0.00821239	0.0515849	-0.0521336	-0.013009	-0.0194318	-0.00861731	-0.00246731	NA18962	JPT	EAS	male
NA18963	-0.0155775	-0.0328102	0.00589888	0.00922173	0.0531191	-0.0532834	-0.00485449	-0.00795309	-0.00404931	-0.0128144	NA18963	JPT	EAS	female
NA18964	-0.0155967	-0.0325503	0.00767888	0.0101007	0.0610569	-0.0423778	0.0141525	0.0253871	0.00198621	0.0204076	NA18964	JPT	EAS	female
NA18965	-0.0157371	-0.0332051	0.00602625	0.00928653	0.0446943	-0.0470669	-0.007156	-0.00659062	-0.00471818	-0.0216181	NA18965	JPT	EAS	male
NA18966	-0.0154182	-0.0327571	0.00491141	0.00734289	0.0535172	-0.056846	-0.00874882	-0.0123936	-0.00531253	-0.0067999	NA18966	JPT	EAS	male
NA18967	-0.0153094	-0.0328123	0.00525325	0.00633939	0.0549543	-0.0577449	-0.0109325	-0.010883	-0.00540758	-0.0041544	NA18967	JPT	EAS	male
NA18968	-0.0152693	-0.0326153	0.00521357	0.00654545	0.0528273	-0.0576781	-0.0121606	-0.0201103	-0.0111691	-0.00148311	NA18968	JPT	EAS	female
NA18969	-0.0157674	-0.0327032	0.00514637	0.00801276	0.0508511	-0.0512872	-0.00283254	-0.00556725	-0.00378949	-0.00553112	NA18969	JPT	EAS	female
NA18970	-0.0156991	-0.0331536	0.00660705	0.00844058	0.0515685	-0.0529214	-0.0049025	-0.00876718	-0.00545533	-0.00476036	NA18970	JPT	EAS	male
NA18971	-0.0154251	-0.0327445	0.00513833	0.007051	0.0517063	-0.0565326	-0.0115399	-0.0147585	-0.0111455	-0.0019504	NA18971	JPT	EAS	male
NA18972	-0.0156695	-0.0323809	0.00602159	0.00687555	0.0514044	-0.0524559	-0.0087656	-0.0111583	-0.00591479	-0.00161896	NA18972	JPT	EAS	female
NA18973	-0.0156212	-0.0324438	0.00625148	0.00824026	0.0472715	-0.0511764	-0.00318503	-0.00670296	-0.00580074	-0.0226844	NA18973	JPT	EAS	female
NA18974	-0.0155268	-0.0328974	0.00604279	0.00743152	0.0523239	-0.053821	-0.0124261	-0.0157129	-0.0111475	0.00057846	NA18974	JPT	EAS	male
NA18975	-0.0154095	-0.032492	0.00503171	0.00700456	0.0534924	-0.0556272	-0.0131774	-0.0160258	-0.0128041	-0.00261356	NA18975	JPT	EAS	female
