#IID	ALLELE_CT	NAMED_ALLELE_DOSAGE_SUM	Beta_AVG	Beta_SUM	sample	pop	super_pop	gender	PRS_Z
NA18957	7300	3248	-0.00862633	-62.9722	NA18957	JPT	EAS	female	0.40637622426046377
NA18959	7300	3237	-0.00835552	-60.9953	NA18959	JPT	EAS	male	1.7875109502039137
NA18960	7300	3216	-0.00777262	-56.7401	NA18960	JPT	EAS	male	4.760349478118613
NA18961	7300	3239	-0.00827949	-60.4403	NA18961	JPT	EAS	male	2.175254272020199
NA18962	7300	3257	-0.00836884	-61.0925	NA18962	JPT	EAS	male	1.7196034711398718
NA18963	7300	3147	-0.00828205	-60.459	NA18963	JPT	EAS	female	2.162189767303144
NA18964	7300	3200	-0.00844932	-61.68	NA18964	JPT	EAS	female	1.3091544593073186
NA18965	7300	3224	-0.00835251	-60.9733	NA18965	JPT	EAS	male	1.8028809557533871
NA18966	7300	3245	-0.00826593	-60.3413	NA18966	JPT	EAS	male	2.2444192969928363
NA18967	7300	3211	-0.00819004	-59.7873	NA18967	JPT	EAS	male	2.6314639821932326
NA18968	7300	3244	-0.00823195	-60.0932	NA18968	JPT	EAS	female	2.4177510413939496
NA18969	7300	3230	-0.00845532	-61.7238	NA18969	JPT	EAS	female	1.2785541755315486
NA18970	7300	3234	-0.00832123	-60.745	NA18970	JPT	EAS	male	1.962379695159981
NA18971	7300	3224	-0.00833992	-60.8814	NA18971	JPT	EAS	male	1.8670856607532387
NA18972	7300	3210	-0.00828645	-60.4911	NA18972	JPT	EAS	female	2.1397635319332293
NA18973	7300	3227	-0.00861695	-62.9037	NA18973	JPT	EAS	female	0.4542328324486001
NA18974	7300	3215	-0.00830368	-60.6169	NA18974	JPT	EAS	male	2.051875045654872
NA18975	7300	3209	-0.00835821	-61.0149	NA18975	JPT	EAS	female	1.773817672532566
NA18976	7300	3226	-0.00853696	-62.3198	NA18976	JPT	EAS	female	0.8621667524639676
NA18977	7300	3261	-0.00821053	-59.9369	NA18977	JPT	EAS	male	2.5269479444568073
NA18978	7300	3226	-0.00827081	-60.3769	NA18978	JPT	EAS	female	2.2195478334673213
NA18979	7300	3274	-0.00830347	-60.6153	NA18979	JPT	EAS	female	2.052992864240291
NA18980	7300	3255	-0.00832638	-60.7826	NA18980	JPT	EAS	female	1.9361109584026943
NA18981	7300	3218	-0.0083301	-60.8097	NA18981	JPT	EAS	female	1.9171779061122072
NA18982	7300	3247	-0.00845938	-61.7535	NA18982	JPT	EAS	male	1.2578046680397545
NA18983	7300	3242	-0.00850584	-62.0926	NA18983	JPT	EAS	male	1.0208969915930872
NA18984	7300	3196	-0.00831649	-60.7104	NA18984	JPT	EAS	male	1.9865525220696072
NA18985	7300	3252	-0.0082219	-60.0199	NA18985	JPT	EAS	male	2.468961105338337
NA18986	7300	3255	-0.00816667	-59.6167	NA18986	JPT	EAS	male	2.750651388863248
NA18987	7300	3251	-0.0083691	-61.0944	NA18987	JPT	EAS	female	1.7182760615696906
NA18988	7300	3217	-0.0085817	-62.6464	NA18988	JPT	EAS	male	0.6339920337158622
NA18989	7300	3259	-0.00863038	-63.0018	NA18989	JPT	EAS	male	0.38569658043026045
NA18990	7300	3181	-0.00829579	-60.5593	NA18990	JPT	EAS	male	2.0921165147298604
NA18991	7300	3247	-0.00837329	-61.125	NA18991	JPT	EAS	female	1.6968977811236037
NA18992	7300	3244	-0.00850149	-62.0609	NA18992	JPT	EAS	female	1.0430437723166484
NA18993	7300	3187	-0.00857775	-62.6176	NA18993	JPT	EAS	female	0.6541127682533537
NA18994	7300	3258	-0.00825722	-60.2777	NA18994	JPT	EAS	male	2.2888525857631308
NA18995	7300	3286	-0.00843356	-61.565	NA18995	JPT	EAS	male	1.3894976701341177
NA18997	7300	3232	-0.00817581	-59.6834	NA18997	JPT	EAS	female	2.704052326583707
NA18998	7300	3245	-0.00849345	-62.0022	NA18998	JPT	EAS	female	1.0840537416691058
NA18999	7300	3257	-0.00829395	-60.5458	NA18999	JPT	EAS	female	2.101548109044311
NA19000	7300	3239	-0.00812177	-59.2889	NA19000	JPT	EAS	male	2.9796644715504184
NA19001	7300	3257	-0.00819341	-59.8119	NA19001	JPT	EAS	female	2.614277521442457
NA19002	7300	3227	-0.00838408	-61.2038	NA19002	JPT	EAS	female	1.6418452157918493
NA19003	7300	3208	-0.00825936	-60.2933	NA19003	JPT	EAS	female	2.277953854555322
NA19004	7300	3199	-0.0084304	-61.5419	NA19004	JPT	EAS	male	1.4056361759610654
NA19005	7300	3224	-0.00846634	-61.8043	NA19005	JPT	EAS	male	1.2223139279527897
NA19006	7300	3242	-0.00842562	-61.507	NA19006	JPT	EAS	male	1.4300185938554593
NA19007	7300	3205	-0.00827186	-60.3846	NA19007	JPT	EAS	male	2.2141683315250056
NA19009	7300	3243	-0.00832507	-60.773	NA19009	JPT	EAS	male	1.9428178699151915
NA19010	7300	3245	-0.00851155	-62.1343	NA19010	JPT	EAS	female	0.9917638447106703
NA19011	7300	3219	-0.00824148	-60.1628	NA19011	JPT	EAS	female	2.369125932928344
NA19012	7300	3274	-0.00836932	-61.096	NA19012	JPT	EAS	male	1.7171582429842769
NA19017	7300	3115	-0.00750515	-54.7876	NA19017	LWK	AFR	female	6.124437470634464
NA19019	7300	3060	-0.00735016	-53.6562	NA19019	LWK	AFR	female	6.914874937846978
NA19020	7300	3041	-0.00722385	-52.7341	NA19020	LWK	AFR	male	7.55908776135472
NA19023	7300	3105	-0.00710919	-51.8971	NA19023	LWK	AFR	female	8.143846608850628
NA19024	7300	3104	-0.00697415	-50.9113	NA19024	LWK	AFR	female	8.832562584790262
NA19025	7300	3056	-0.00661978	-48.3244	NA19025	LWK	AFR	male	10.639865646423681
NA19026	7300	3065	-0.0072816	-53.1557	NA19026	LWK	AFR	male	7.264542564097517
NA19027	7300	3069	-0.00746158	-54.4695	NA19027	LWK	AFR	male	6.346673778147547
NA19028	7300	3098	-0.00749211	-54.6924	NA19028	LWK	AFR	male	6.190947676466735
NA19030	7300	3086	-0.0060703	-44.3132	NA19030	LWK	AFR	female	13.442236840062389
NA19031	7300	3097	-0.00647407	-47.2607	NA19031	LWK	AFR	male	11.383005414740765
NA19035	7300	3057	-0.00718911	-52.4805	NA19035	LWK	AFR	male	7.736262007143205
NA19036	7300	3049	-0.00725621	-52.9703	NA19036	LWK	AFR	female	7.394069792682633
NA19037	7300	3076	-0.0065941	-48.1369	NA19037	LWK	AFR	female	10.770860011902156
NA19038	7300	3092	-0.0072156	-52.6739	NA19038	LWK	AFR	female	7.601145685631005
NA19041	7300	3089	-0.00601159	-43.8846	NA19041	LWK	AFR	male	13.741672493630787
NA19042	7300	3071	-0.00656923	-47.9554	NA19042	LWK	AFR	female	10.89766255768532
NA19043	7300	3017	-0.00705923	-51.5324	NA19043	LWK	AFR	male	8.39863938266396
NA19054	7300	3236	-0.00814827	-59.4824	NA19054	JPT	EAS	female	2.8444782863766322
NA19055	7300	3166	-0.00827999	-60.4439	NA19055	JPT	EAS	male	2.172739180203013
NA19056	7300	3198	-0.0084184	-61.4543	NA19056	JPT	EAS	male	1.4668367435126053
NA19057	7300	3231	-0.0083621	-61.0433	NA19057	JPT	EAS	female	1.753976392641423
NA19058	7300	3282	-0.00832266	-60.7554	NA19058	JPT	EAS	male	1.955113874354772
NA19059	7300	3259	-0.0082701	-60.3717	NA19059	JPT	EAS	female	2.223180743869926
NA19060	7300	3248	-0.00847981	-61.9026	NA19060	JPT	EAS	male	1.1536379486112733
NA19062	7300	3220	-0.00837748	-61.1556	NA19062	JPT	EAS	male	1.6755195006775168
NA19063	7300	3207	-0.00816718	-59.6204	NA19063	JPT	EAS	male	2.7480664333844764
NA19064	7300	3248	-0.00847503	-61.8677	NA19064	JPT	EAS	female	1.178020366505667
NA19065	7300	3202	-0.00830575	-60.632	NA19065	JPT	EAS	female	2.041325632755008
NA19066	7300	3278	-0.00827815	-60.4305	NA19066	JPT	EAS	male	2.1821009108558727
NA19067	7300	3261	-0.00828547	-60.4839	NA19067	JPT	EAS	male	2.1447937155676056
NA19068	7300	3250	-0.0084259	-61.5091	NA19068	JPT	EAS	male	1.4285514569621012
NA19070	7300	3232	-0.0085293	-62.2639	NA19070	JPT	EAS	male	0.901220539291951
NA19072	7300	3230	-0.0084304	-61.5419	NA19072	JPT	EAS	male	1.4056361759610654
NA19074	7300	3235	-0.00853655	-62.3168	NA19074	JPT	EAS	female	0.8642626623116233
NA19075	7300	3246	-0.00820856	-59.9225	NA19075	JPT	EAS	male	2.5370083117255557
NA19076	7300	3238	-0.00825078	-60.2307	NA19076	JPT	EAS	male	2.3216885067097377
NA19077	7300	3238	-0.00854374	-62.3693	NA19077	JPT	EAS	female	0.827584239977649
NA19078	7300	3225	-0.00871332	-63.6072	NA19078	JPT	EAS	female	-0.03725802682663607
NA19079	7300	3253	-0.00831768	-60.7191	NA19079	JPT	EAS	male	1.9804743835114076
NA19080	7300	3193	-0.00814793	-59.4799	NA19080	JPT	EAS	female	2.846224877916344
NA19081	7300	3213	-0.00816159	-59.5796	NA19081	JPT	EAS	female	2.7765708073125905
NA19082	7300	3255	-0.00819673	-59.8361	NA19082	JPT	EAS	male	2.597370515338035
NA19083	7300	3291	-0.00854174	-62.3547	NA19083	JPT	EAS	male	0.8377843345695739
NA19084	7300	3277	-0.0084503	-61.6872	NA19084	JPT	EAS	female	1.304124275672947
NA19085	7300	3265	-0.00814538	-59.4613	NA19085	JPT	EAS	male	2.859219518971808
NA19086	7300	3247	-0.00850608	-62.0944	NA19086	JPT	EAS	male	1.0196394456844917
NA19087	7300	3236	-0.00836044	-61.0312	NA19087	JPT	EAS	female	1.7624298956936364
NA19088	7300	3253	-0.00843392	-61.5676	NA19088	JPT	EAS	male	1.3876812149328155
NA19089	7300	3185	-0.00838841	-61.2354	NA19089	JPT	EAS	male	1.6197682987298787
NA19090	7300	3270	-0.00843219	-61.555	NA19090	JPT	EAS	female	1.3964840362929685
NA19091	7300	3220	-0.00823908	-60.1453	NA19091	JPT	EAS	male	2.3813520737063336
NA19092	7300	3069	-0.00576534	-42.087	NA19092	YRI	AFR	male	14.997541674346017
NA19093	7300	3083	-0.00637542	-46.5406	NA19093	YRI	AFR	female	11.886093641839699
NA19095	7300	3066	-0.00626434	-45.7297	NA19095	YRI	AFR	female	12.452618073661004
NA19096	7300	3136	-0.00663115	-48.4074	NA19096	YRI	AFR	male	10.581878807305207
NA19098	7300	3054	-0.00631397	-46.092	NA19098	YRI	AFR	male	12.1995020277258
NA19099	7300	3056	-0.00680978	-49.7114	NA19099	YRI	AFR	female	9.67085666019091
NA19102	7300	3042	-0.00679466	-49.601	NA19102	YRI	AFR	female	9.747986142584635
NA19107	7300	3090	-0.00529823	-38.6771	NA19107	YRI	AFR	male	17.379822670852956
NA19108	7300	3135	-0.00683716	-49.9113	NA19108	YRI	AFR	female	9.53119920067546
NA19113	7300	3124	-0.00588184	-42.9374	NA19113	YRI	AFR	male	14.403421096197249
NA19114	7300	3073	-0.00732508	-53.4731	NA19114	YRI	AFR	female	7.042795302215555
NA19116	7300	3077	-0.00701081	-51.1789	NA19116	YRI	AFR	female	8.64560742637938
NA19117	7300	3103	-0.00661522	-48.2911	NA19117	YRI	AFR	male	10.663130245732656
NA19118	7300	3056	-0.00612304	-44.6982	NA19118	YRI	AFR	female	13.173261742946588
NA19119	7300	3035	-0.00601877	-43.937	NA19119	YRI	AFR	male	13.705063934958403
NA19121	7300	3102	-0.00637362	-46.5274	NA19121	YRI	AFR	male	11.895315645169383
NA19129	7300	3135	-0.0063309	-46.2156	NA19129	YRI	AFR	female	12.113150542002385
NA19130	7300	3070	-0.00708789	-51.7416	NA19130	YRI	AFR	male	8.252484602620779
NA19131	7300	3085	-0.00749826	-54.7373	NA19131	YRI	AFR	female	6.1595788924134895
NA19137	7300	3083	-0.00719959	-52.557	NA19137	YRI	AFR	female	7.682816306027986
NA19138	7300	3055	-0.00637021	-46.5025	NA19138	YRI	AFR	male	11.912711696904925
NA19141	7300	3042	-0.00481889	-35.1779	NA19141	YRI	AFR	male	19.824491917158447
NA19143	7300	3071	-0.00617788	-45.0985	NA19143	YRI	AFR	female	12.893597505607742
NA19144	7300	3081	-0.006716	-49.0268	NA19144	YRI	AFR	male	10.149143287425915
NA19146	7300	3098	-0.00696016	-50.8092	NA19146	YRI	AFR	male	8.90389338327214
NA19147	7300	3058	-0.00724525	-52.8903	NA19147	YRI	AFR	female	7.449960721953448
NA19149	7300	3102	-0.00728903	-53.2099	NA19149	YRI	AFR	female	7.2266764595165425
NA19152	7300	3130	-0.00699667	-51.0757	NA19152	YRI	AFR	female	8.717706725138735
NA19153	7300	3023	-0.00726526	-53.0364	NA19153	YRI	AFR	male	7.347889912372622
NA19159	7300	3079	-0.00584608	-42.6764	NA19159	YRI	AFR	female	14.585765252943283
NA19160	7300	3075	-0.00595607	-43.4793	NA19160	YRI	AFR	male	14.024829914049056
NA19171	7300	3052	-0.00789774	-57.6535	NA19171	YRI	AFR	male	4.1222147931690705
NA19172	7300	3068	-0.00682359	-49.8122	NA19172	YRI	AFR	female	9.600434089309683
NA19175	7300	3089	-0.00777748	-56.7756	NA19175	YRI	AFR	male	4.73554787825469
NA19184	7300	3093	-0.0064874	-47.358	NA19184	YRI	AFR	male	11.315028072015139
NA19185	7300	3028	-0.00682275	-49.8061	NA19185	YRI	AFR	female	9.604695772666581
NA19189	7300	3116	-0.00638578	-46.6162	NA19189	YRI	AFR	male	11.833276713678776
NA19190	7300	3089	-0.00782259	-57.1049	NA19190	YRI	AFR	female	4.505486840643691
NA19197	7300	3075	-0.00708551	-51.7242	NA19197	YRI	AFR	female	8.264640879737179
NA19198	7300	3099	-0.00633212	-46.2245	NA19198	YRI	AFR	male	12.10693267612101
NA19200	7300	3050	-0.00629644	-45.964	NA19200	YRI	AFR	male	12.288927514559104
NA19201	7300	3075	-0.00598226	-43.6705	NA19201	YRI	AFR	female	13.891250593091808
NA19204	7300	3030	-0.00609993	-44.5295	NA19204	YRI	AFR	female	13.291121740046421
NA19206	7300	3115	-0.00723012	-52.7799	NA19206	YRI	AFR	female	7.527090204347178
NA19207	7300	3064	-0.00582575	-42.528	NA19207	YRI	AFR	male	14.689442926740647
NA19209	7300	3056	-0.00522012	-38.1069	NA19209	YRI	AFR	female	17.778185269230697
NA19210	7300	3108	-0.0063673	-46.4813	NA19210	YRI	AFR	male	11.927522793161693
NA19213	7300	3085	-0.00518533	-37.8529	NA19213	YRI	AFR	male	17.95563896966554
NA19214	7300	3112	-0.00697566	-50.9223	NA19214	YRI	AFR	female	8.824877582015523
NA19222	7300	3030	-0.00532025	-38.8378	NA19222	YRI	AFR	female	17.267551766680207
NA19223	7300	3083	-0.0072919	-53.2309	NA19223	YRI	AFR	male	7.212005090582953
NA19225	7300	3041	-0.00550666	-40.1986	NA19225	YRI	AFR	female	16.31684705978363
NA19235	7300	3040	-0.00556555	-40.6285	NA19235	YRI	AFR	female	16.01650317861458
NA19236	7300	3061	-0.00734201	-53.5967	NA19236	YRI	AFR	male	6.956443816492147
NA19238	7300	3100	-0.00546632	-39.9041	NA19238	YRI	AFR	female	16.52259554316182
NA19239	7300	3085	-0.00739308	-53.9695	NA19239	YRI	AFR	male	6.695992086090146
NA19247	7300	3078	-0.00679158	-49.5785	NA19247	YRI	AFR	female	9.763705466442053
NA19248	7300	3047	-0.00556358	-40.6141	NA19248	YRI	AFR	male	16.026563545883327
NA19256	7300	3093	-0.00512363	-37.4025	NA19256	YRI	AFR	male	18.270304901460232
NA19257	7300	3018	-0.00479959	-35.037	NA19257	YRI	AFR	female	19.922929816336673
NA19307	7300	3082	-0.00772568	-56.3975	NA19307	LWK	AFR	male	4.999702382720881
NA19308	7300	3024	-0.00697321	-50.9044	NA19308	LWK	AFR	male	8.837383177439865
NA19309	7300	3084	-0.00683988	-49.9311	NA19309	LWK	AFR	male	9.51736619568093
NA19310	7300	3080	-0.0072546	-52.9586	NA19310	LWK	AFR	female	7.402243841088493
NA19312	7300	3034	-0.00769258	-56.1558	NA19312	LWK	AFR	male	5.168562852780334
NA19314	7300	3038	-0.00691023	-50.4447	NA19314	LWK	AFR	female	9.158546429762294
NA19315	7300	3092	-0.00697562	-50.922	NA19315	LWK	AFR	female	8.82508717300029
NA19316	7300	3050	-0.00733011	-53.5098	NA19316	LWK	AFR	female	7.017155338412571
NA19317	7300	3120	-0.00681973	-49.784	NA19317	LWK	AFR	male	9.620135641877644
NA19318	7300	3064	-0.00697648	-50.9283	NA19318	LWK	AFR	male	8.82068576232021
NA19319	7300	3057	-0.00674566	-49.2433	NA19319	LWK	AFR	male	9.997888460086772
NA19320	7300	3090	-0.00709855	-51.8194	NA19320	LWK	AFR	female	8.19813067390491
NA19321	7300	3079	-0.00645059	-47.0893	NA19321	LWK	AFR	female	11.502751730703489
NA19323	7300	3034	-0.00705022	-51.4666	NA19323	LWK	AFR	female	8.444609671989209
NA19324	7300	3148	-0.00645273	-47.1049	NA19324	LWK	AFR	female	11.491852999495679
NA19327	7300	3035	-0.00540096	-39.427	NA19327	LWK	AFR	female	16.85591507260065
NA19328	7300	3076	-0.00700096	-51.107	NA19328	LWK	AFR	female	8.695839399061526
NA19331	7300	3088	-0.00752907	-54.9622	NA19331	LWK	AFR	male	6.002455517500905
NA19332	7300	3039	-0.00654081	-47.7479	NA19332	LWK	AFR	female	11.042629655481496
NA19334	7300	3128	-0.00717159	-52.3526	NA19334	LWK	AFR	male	7.8256176303149205
NA19338	7300	3058	-0.00687915	-50.2178	NA19338	LWK	AFR	female	9.317067077906646
NA19346	7300	3092	-0.00635752	-46.4099	NA19346	LWK	AFR	male	11.977405447535892
NA19347	7300	3070	-0.00594347	-43.3873	NA19347	LWK	AFR	male	14.089104482710493
NA19350	7300	3024	-0.00682311	-49.8087	NA19350	LWK	AFR	male	9.602879317465279
NA19351	7300	3047	-0.00613651	-44.7965	NA19351	LWK	AFR	female	13.10458576360507
NA19355	7300	3097	-0.00750407	-54.7797	NA19355	LWK	AFR	female	6.129956699899957
NA19360	7300	3096	-0.00567396	-41.4199	NA19360	LWK	AFR	male	15.463602160803037
NA19372	7300	3047	-0.00641958	-46.8629	NA19372	LWK	AFR	male	11.660923060539895
NA19374	7300	3089	-0.00705456	-51.4983	NA19374	LWK	AFR	male	8.422462891265647
NA19375	7300	3077	-0.00781158	-57.0245	NA19375	LWK	AFR	male	4.561657224560859
NA19376	7300	3053	-0.00743145	-54.2496	NA19376	LWK	AFR	male	6.500303969980699
NA19377	7300	3061	-0.00590863	-43.133	NA19377	LWK	AFR	female	14.266767774130098
NA19378	7300	3064	-0.00741821	-54.1529	NA19378	LWK	AFR	female	6.567862130736796
NA19379	7300	3061	-0.00758689	-55.3843	NA19379	LWK	AFR	female	5.707561001935763
NA19380	7300	3062	-0.00759251	-55.4253	NA19380	LWK	AFR	male	5.678916900684471
NA19383	7300	3057	-0.00743211	-54.2544	NA19383	LWK	AFR	male	6.496950514224453
NA19384	7300	3131	-0.00648026	-47.3059	NA19384	LWK	AFR	male	11.351427039702754
NA19385	7300	3084	-0.00549678	-40.1265	NA19385	LWK	AFR	male	16.36721875978895
NA19390	7300	3059	-0.00780175	-56.9528	NA19390	LWK	AFR	female	4.611749469919828
NA19391	7300	3111	-0.00768933	-56.1321	NA19391	LWK	AFR	female	5.185120540576812
NA19393	7300	3126	-0.00673392	-49.1576	NA19393	LWK	AFR	male	10.057761618068131
NA19394	7300	3064	-0.00735612	-53.6997	NA19394	LWK	AFR	male	6.884484245055971
NA19395	7300	3064	-0.00679984	-49.6388	NA19395	LWK	AFR	female	9.721577678504172
NA19397	7300	3106	-0.00669451	-48.8699	NA19397	LWK	AFR	male	10.258759372458304
NA19399	7300	3129	-0.00719827	-52.5474	NA19399	LWK	AFR	female	7.689523217540483
NA19401	7300	3095	-0.00671578	-49.0252	NA19401	LWK	AFR	female	10.150261106011333
NA19403	7300	3078	-0.00720796	-52.6181	NA19403	LWK	AFR	female	7.640129608797403
NA19404	7300	3073	-0.00719471	-52.5214	NA19404	LWK	AFR	female	7.707687769553501
NA19428	7300	3095	-0.00629533	-45.9559	NA19428	LWK	AFR	male	12.294586471147774
NA19429	7300	3110	-0.00692755	-50.5711	NA19429	LWK	AFR	male	9.070238761514403
NA19430	7300	3027	-0.00610903	-44.5959	NA19430	LWK	AFR	male	13.244732268751644
NA19431	7300	3045	-0.00704859	-51.4547	NA19431	LWK	AFR	female	8.45292344771824
NA19434	7300	3097	-0.00651095	-47.5299	NA19434	LWK	AFR	female	11.194932437744471
NA19435	7300	3080	-0.00533712	-38.961	NA19435	LWK	AFR	female	17.18147973560315
NA19436	7300	3059	-0.00632792	-46.1938	NA19436	LWK	AFR	female	12.128380820228683
NA19437	7300	3105	-0.00701788	-51.2305	NA19437	LWK	AFR	female	8.609557776999704
NA19438	7300	3060	-0.00671162	-48.9948	NA19438	LWK	AFR	female	10.171499659134245
NA19439	7300	3086	-0.00689516	-50.3347	NA19439	LWK	AFR	female	9.235396457509665
NA19440	7300	3037	-0.00714344	-52.1471	NA19440	LWK	AFR	female	7.969187454879329
NA19443	7300	3075	-0.00735844	-53.7166	NA19443	LWK	AFR	male	6.8726772862475105
NA19445	7300	3075	-0.0070867	-51.7329	NA19445	LWK	AFR	female	8.258562741178979
NA19446	7300	3046	-0.0063999	-46.7193	NA19446	LWK	AFR	female	11.761247278581015
NA19448	7300	3078	-0.00673412	-49.1591	NA19448	LWK	AFR	male	10.056713663144302
NA19449	7300	3063	-0.00699127	-51.0363	NA19449	LWK	AFR	female	8.745233007804611
NA19451	7300	3076	-0.0069871	-51.0058	NA19451	LWK	AFR	male	8.766541424589107
NA19452	7300	3040	-0.00631819	-46.1228	NA19452	LWK	AFR	male	12.177984019956535
NA19454	7300	3052	-0.00723505	-52.8159	NA19454	LWK	AFR	male	7.50193928617531
NA19455	7300	3075	-0.00629841	-45.9784	NA19455	LWK	AFR	male	12.278867147290356
NA19456	7300	3069	-0.00621177	-45.3459	NA19456	LWK	AFR	female	12.720754806837745
NA19457	7300	3081	-0.00746208	-54.4732	NA19457	LWK	AFR	female	6.344088822668771
NA19461	7300	3063	-0.00728037	-53.1467	NA19461	LWK	AFR	male	7.270830293640484
NA19462	7300	3107	-0.00701338	-51.1977	NA19462	LWK	AFR	female	8.63247305800074
NA19463	7300	3099	-0.0073527	-53.6747	NA19463	LWK	AFR	female	6.9019501604531
NA19466	7300	3063	-0.00577177	-42.1339	NA19466	LWK	AFR	male	14.964775617061004
NA19467	7300	3079	-0.00585236	-42.7222	NA19467	LWK	AFR	female	14.55376769593574
NA19468	7300	3055	-0.00724648	-52.8993	NA19468	LWK	AFR	female	7.443672992410486
NA19471	7300	3005	-0.00762738	-55.6799	NA19471	LWK	AFR	female	5.501044018280098
NA19472	7300	3042	-0.00660334	-48.2044	NA19472	LWK	AFR	female	10.723702040329904
NA19473	7300	3033	-0.00617137	-45.051	NA19473	LWK	AFR	female	12.926782744862289
NA19474	7300	3054	-0.0073313	-53.5185	NA19474	LWK	AFR	female	7.011077199854366
NA19475	7300	3065	-0.0059667	-43.5569	NA19475	LWK	AFR	female	13.970615712656366
NA19625	7300	3127	-0.00814393	-59.4507	NA19625	ASW	AFR	female	2.866625067100194
NA19648	7300	3213	-0.00877029	-64.0231	NA19648	MXL	AMR	female	-0.3278209953732907
NA19649	7300	3258	-0.00840545	-61.3598	NA19649	MXL	AMR	male	1.532857903713759
NA19651	7300	3257	-0.00874114	-63.8103	NA19651	MXL	AMR	female	-0.17915112351291937
NA19652	7300	3227	-0.00846847	-61.8198	NA19652	MXL	AMR	male	1.211485060406567
NA19654	7300	3228	-0.00844205	-61.627	NA19654	MXL	AMR	female	1.346182199949232
NA19655	7300	3260	-0.00862568	-62.9675	NA19655	MXL	AMR	male	0.40965981635512405
NA19657	7300	3290	-0.00817745	-59.6954	NA19657	MXL	AMR	female	2.695668687193084
NA19658	7300	3272	-0.0084356	-61.5799	NA19658	MXL	AMR	male	1.3790879845574253
NA19661	7300	3227	-0.00818762	-59.7696	NA19661	MXL	AMR	male	2.6438298502944044
NA19663	7300	3211	-0.00838052	-61.1778	NA19663	MXL	AMR	female	1.6600097678048666
NA19664	7300	3232	-0.0084794	-61.8996	NA19664	MXL	AMR	male	1.155733858458929
NA19669	7300	3242	-0.00845382	-61.7129	NA19669	MXL	AMR	female	1.2861693146446969
NA19670	7300	3227	-0.00851101	-62.1304	NA19670	MXL	AMR	male	0.9944885275126236
NA19676	7300	3270	-0.00886914	-64.7447	NA19676	MXL	AMR	male	-0.8319571773960468
NA19678	7300	3226	-0.00849445	-62.0095	NA19678	MXL	AMR	female	1.0789536943731435
NA19679	7300	3250	-0.00849477	-62.0118	NA19679	MXL	AMR	male	1.0773468301566087
NA19681	7300	3214	-0.00824795	-60.21	NA19681	MXL	AMR	female	2.3361502846585602
NA19682	7300	3192	-0.00849099	-61.9842	NA19682	MXL	AMR	male	1.09662920075504
NA19684	7300	3255	-0.00852088	-62.2024	NA19684	MXL	AMR	female	0.9441866911688924
NA19700	7300	3077	-0.00705733	-51.5185	NA19700	ASW	AFR	male	8.408350431624765
NA19701	7300	3110	-0.00571285	-41.7038	NA19701	ASW	AFR	female	15.265259225553226
NA19703	7300	3038	-0.00700079	-51.1058	NA19703	ASW	AFR	male	8.696677763000586
NA19704	7300	3138	-0.00560223	-40.8963	NA19704	ASW	AFR	female	15.829408292880528
NA19707	7300	3144	-0.00798114	-58.2623	NA19707	ASW	AFR	female	3.69688482141816
NA19711	7300	3099	-0.00640978	-46.7914	NA19711	ASW	AFR	male	11.710875578575688
NA19712	7300	3074	-0.00705934	-51.5332	NA19712	ASW	AFR	female	8.398080473371254
NA19713	7300	3164	-0.00627678	-45.8205	NA19713	ASW	AFR	female	12.389181868938627
NA19716	7300	3201	-0.00811955	-59.2727	NA19716	MXL	AMR	female	2.990982384727757
NA19717	7300	3245	-0.00820632	-59.9061	NA19717	MXL	AMR	male	2.548465952226071
NA19719	7300	3245	-0.00849366	-62.0037	NA19719	MXL	AMR	female	1.083005786745278
NA19720	7300	3205	-0.00832595	-60.7794	NA19720	MXL	AMR	male	1.9383465955735266
NA19722	7300	3237	-0.00868908	-63.4303	NA19722	MXL	AMR	female	0.08633079052345301
NA19723	7300	3206	-0.00825229	-60.2417	NA19723	MXL	AMR	male	2.3140035039349987
NA19725	7300	3263	-0.00861136	-62.8629	NA19725	MXL	AMR	female	0.4827372063767143
NA19726	7300	3229	-0.00826219	-60.314	NA19726	MXL	AMR	male	2.2634920766065
NA19728	7300	3236	-0.00815441	-59.5272	NA19728	MXL	AMR	female	2.8131793659849738
NA19729	7300	3243	-0.00833038	-60.8118	NA19729	MXL	AMR	male	1.9157107692188493
NA19731	7300	3259	-0.00845926	-61.7526	NA19731	MXL	AMR	female	1.258433440994052
NA19732	7300	3238	-0.00800578	-58.4422	NA19732	MXL	AMR	male	3.571200094220415
NA19734	7300	3240	-0.00831521	-60.701	NA19734	MXL	AMR	female	1.9931197062589276
NA19735	7300	3190	-0.00862429	-62.9573	NA19735	MXL	AMR	male	0.4167859098371563
NA19740	7300	3240	-0.0082549	-60.2608	NA19740	MXL	AMR	female	2.30065954457159
NA19741	7300	3228	-0.00818147	-59.7247	NA19741	MXL	AMR	male	2.6751986343476486
NA19746	7300	3234	-0.00823049	-60.0826	NA19746	MXL	AMR	female	2.4251565895223353
NA19747	7300	3223	-0.00864581	-63.1144	NA19747	MXL	AMR	male	0.3070300974815867
NA19749	7300	3193	-0.008196	-59.8308	NA19749	MXL	AMR	female	2.6010732894022257
NA19750	7300	3229	-0.00803951	-58.6884	NA19750	MXL	AMR	male	3.399195759389478
